Enhabit PE Ratio Historical Data,Enhabit PE Ratio Historical Data,Enhabit PE Ratio Historical Data,Enhabit PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,9.26,,0.0
2024-12-31,7.81,$-3.11,0.0
2024-09-30,7.9,$-2.32,0.0
2024-06-30,8.92,$-0.17,0.0
2024-03-31,11.65,$-1.66,0.0
2023-12-31,10.35,$-1.62,0.0
2023-09-30,11.25,$-1.34,0.0
2023-06-30,11.5,$-1.12,0.0
