Biofrontera PE Ratio Historical Data,Biofrontera PE Ratio Historical Data,Biofrontera PE Ratio Historical Data,Biofrontera PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.03,,0.0
2024-09-30,1.33,$-2.26,0.0
2024-06-30,0.9,$-5.92,0.0
2024-03-31,1.54,$-13.10,0.0
2023-12-31,2.77,$-15.82,0.0
2023-09-30,8.77,$-20.27,0.0
2023-06-30,0.52,$-17.83,0.0
2023-03-31,0.61,$-11.60,0.0
2022-12-31,0.92,$0.40,2.29
2022-09-30,1.05,$-22.60,0.0
