ZimVie PE Ratio Historical Data,ZimVie PE Ratio Historical Data,ZimVie PE Ratio Historical Data,ZimVie PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,11.6,,0.0
2024-12-31,13.95,$-0.95,0.0
2024-09-30,15.87,$-13.11,0.0
2024-06-30,18.25,$-13.22,0.0
2024-03-31,16.49,$-13.96,0.0
2023-12-31,17.75,$-14.81,0.0
2023-09-30,9.41,$-3.38,0.0
2023-06-30,11.23,$-3.16,0.0
2023-03-31,7.23,$-2.60,0.0
2022-12-31,9.34,$-2.44,0.0
