Firefly Neuroscience PE Ratio Historical Data,Firefly Neuroscience PE Ratio Historical Data,Firefly Neuroscience PE Ratio Historical Data,Firefly Neuroscience PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,5.12,,0.0
2024-09-30,3.04,$-2.18,0.0
2024-06-30,6.21,$-1.81,0.0
2024-03-31,10.38,$-0.93,0.0
2023-12-31,5.07,$-2.04,0.0
2023-09-30,7.76,$-17.34,0.0
2023-06-30,9.15,$-24.90,0.0
2023-03-31,8.69,$-27.90,0.0
2022-12-31,14.4,$-29.40,0.0
2022-09-30,28.67,$-17.40,0.0
