SBC Medicals PE Ratio Historical Data,SBC Medicals PE Ratio Historical Data,SBC Medicals PE Ratio Historical Data,SBC Medicals PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.7,,123.33
2024-09-30,7.97,$0.03,265.67
2024-06-30,13.07,0,0.0
2024-03-31,12.7,0,0.0
2023-12-31,10.77,0,0.0
2023-09-30,10.68,0,0.0
2023-06-30,10.29,0,0.0
