Expensify PE Ratio Historical Data,Expensify PE Ratio Historical Data,Expensify PE Ratio Historical Data,Expensify PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.3,,0.0
2024-12-31,3.35,$-0.10,0.0
2024-09-30,1.96,$-0.18,0.0
2024-06-30,1.49,$-0.37,0.0
2024-03-31,1.84,$-0.48,0.0
2023-12-31,2.47,$-0.51,0.0
2023-09-30,3.25,$-0.46,0.0
2023-06-30,7.98,$-0.35,0.0
2023-03-31,8.15,$-0.31,0.0
2022-12-31,8.83,$-0.33,0.0
2022-09-30,14.88,$-1.11,0.0
