Tenax Therapeutics PE Ratio Historical Data,Tenax Therapeutics PE Ratio Historical Data,Tenax Therapeutics PE Ratio Historical Data,Tenax Therapeutics PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,6.43,,0.0
2024-09-30,3.46,$-5.14,0.0
2024-06-30,3.01,$-11.35,0.0
2024-03-31,4.24,$-13.52,0.0
2023-12-31,21.97,$-22.40,0.0
2023-09-30,23.92,$-22.40,0.0
2023-06-30,24.0,$-192.00,0.0
2023-03-31,37.2,$-364.00,0.0
2022-12-31,178.24,$-528.00,0.0
2022-09-30,272.0,$-528.00,0.0
2022-06-30,480.0,$-592.00,0.0
2022-03-31,1295.36,$-576.00,0.0
2021-12-31,1664.0,"$-3,024.00",0.0
2021-09-30,2832.0,"$-3,984.00",0.0
2021-06-30,3328.0,"$-4,032.00",0.0
2021-03-31,3040.0,"$-4,240.00",0.0
2020-12-31,2976.0,"$-2,224.00",0.0
2020-09-30,2464.0,"$-1,936.00",0.0
2020-06-30,1448.0,"$-2,176.00",0.0
2020-03-31,914.72,"$-2,256.00",0.0
2019-12-31,2256.0,"$-2,176.00",0.0
2019-09-30,1920.0,"$-11,280.00",0.0
2019-06-30,2208.0,"$-12,432.00",0.0
2019-03-31,3232.0,"$-14,048.00",0.0
2018-12-31,1936.0,"$-14,848.00",0.0
2018-09-30,8416.0,"$-5,072.00",0.0
2018-06-30,10096.0,"$-3,392.00",0.0
2018-03-31,8752.0,"$-1,328.00",0.0
2017-12-31,15680.0,0,0.0
2017-09-30,11552.0,"$-33,600.00",0.0
2017-06-30,23651.2,"$-38,400.00",0.0
2017-03-31,18000.0,"$-43,840.00",0.0
2016-12-31,62400.0,"$-49,920.00",0.0
2016-09-30,74080.0,"$-16,320.00",0.0
2016-06-30,81920.0,"$-11,520.00",0.0
2016-03-31,65600.0,"$-10,240.00",0.0
2015-12-31,104960.0,"$-4,160.00",0.0
2015-10-31,101760.0,"$-7,680.00",0.0
2015-09-30,96000.0,"$-7,680.00",0.0
2015-07-31,118720.0,"$-9,280.00",0.0
2015-06-30,118080.0,"$-9,280.00",0.0
2015-04-30,109440.0,"$-5,760.00",0.0
2015-03-31,104320.0,"$-5,760.00",0.0
2015-01-31,108800.0,0,0.0
2014-10-31,126720.0,0,0.0
2014-07-31,118400.0,0,0.0
2014-04-30,156160.0,0,0.0
2014-01-31,197760.0,0,0.0
2013-10-31,97280.0,0,0.0
2013-07-31,50880.0,0,0.0
2013-04-30,160000.0,0,0.0
2013-01-31,437760.0,0,0.0
2012-10-31,672000.0,0,0.0
2012-07-31,684800.0,0,0.0
2012-04-30,1139200.0,0,0.0
2012-01-31,1280000.0,0,0.0
2011-10-31,1350400.0,0,0.0
2011-07-31,1580800.0,0,0.0
2011-04-30,1132800.0,0,0.0
2011-01-31,1312000.0,0,0.0
2010-10-31,1350400.0,0,0.0
2010-07-31,1753600.0,0,0.0
2010-04-30,3200000.0,0,0.0
2010-01-31,3667200.0,0,0.0
2009-10-31,4075920.0,0,0.0
