Allbirds PE Ratio Historical Data,Allbirds PE Ratio Historical Data,Allbirds PE Ratio Historical Data,Allbirds PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,5.31,,0.0
2024-12-31,6.97,$-11.91,0.0
2024-09-30,11.8,$-16.08,0.0
2024-06-30,0.5,$-17.60,0.0
2024-03-31,0.69,$-19.00,0.0
2023-12-31,1.23,$-20.00,0.0
2023-09-30,1.11,$-16.00,0.0
2023-06-30,1.26,$-15.20,0.0
2023-03-31,1.2,$-15.40,0.0
2022-12-31,2.42,$-13.80,0.0
2022-09-30,3.04,$-12.20,0.0
