Staffing 360 Solutions PE Ratio Historical Data,Staffing 360 Solutions PE Ratio Historical Data,Staffing 360 Solutions PE Ratio Historical Data,Staffing 360 Solutions PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-02-12,1.62,,0.0
2024-09-30,1.37,$-10.98,0.0
2024-06-30,2.1,$-17.56,0.0
2024-03-31,2.9,$-21.71,0.0
2023-12-31,4.01,$-26.50,0.0
2023-09-30,6.8,$-88.90,0.0
2023-06-30,6.5,$-74.80,0.0
2023-03-31,15.3,$-80.00,0.0
2022-12-31,28.2,$-84.30,0.0
2022-09-30,30.7,$-21.90,0.0
2022-06-30,58.5,$43.80,1.34
2022-03-31,80.0,$131.70,0.61
2021-12-31,91.5,$91.01,1.01
2021-09-30,195.0,$-382.89,0.0
2021-06-30,344.64,$-686.85,0.0
2021-03-31,509.94,"$-1,115.78",0.0
2020-12-31,403.26,"$-1,601.68",0.0
2020-09-30,363.36,"$-1,349.73",0.0
2020-06-30,474.06,"$-1,235.75",0.0
2020-03-31,210.72,"$-1,031.79",0.0
2019-12-31,480.18,$-527.90,0.0
2019-09-30,652.68,$-479.90,0.0
2019-06-30,919.05,$-617.88,0.0
2019-03-31,860.75,$-743.85,0.0
2018-12-31,889.91,$-905.82,0.0
2018-09-30,1209.81,$-731.85,0.0
2018-06-30,785.21,"$-1,493.70",0.0
2018-03-31,1361.04,"$-1,337.73",0.0
2017-12-31,1832.17,"$-2,009.60",0.0
2017-09-30,2588.01,"$-2,009.60",0.0
2017-06-30,2035.74,$-989.80,0.0
2017-03-31,2239.32,"$-1,439.71",0.0
2016-12-31,2264.03,$-569.89,0.0
2016-11-30,3053.61,"$-2,339.53",0.0
2016-09-30,3955.15,"$-2,339.53",0.0
2016-08-31,4013.32,"$-2,789.44",0.0
2016-06-30,4594.96,"$-2,789.44",0.0
2016-05-31,5869.62,"$-1,019.80",0.0
