Flora Growth PE Ratio Historical Data,Flora Growth PE Ratio Historical Data,Flora Growth PE Ratio Historical Data,Flora Growth PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.66,,0.0
2024-09-30,1.53,$-0.87,0.0
2024-06-30,1.02,$-0.43,0.0
2024-03-31,2.31,$-6.80,0.0
2023-12-31,1.35,$-7.02,0.0
2023-09-30,1.16,$-10.02,0.0
2023-06-30,2.38,$-12.18,0.0
2023-03-31,0.29,$-5.60,0.0
2022-12-31,0.23,$-5.00,0.0
2022-09-30,0.71,$-2.00,0.0
2022-06-30,0.61,$-1.40,0.0
