Osisko Development PE Ratio Historical Data,Osisko Development PE Ratio Historical Data,Osisko Development PE Ratio Historical Data,Osisko Development PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.56,,0.0
2024-09-30,2.13,$-1.81,0.0
2024-06-30,1.86,$-1.58,0.0
2024-03-31,2.13,$-1.45,0.0
2023-12-31,2.91,$-1.60,0.0
2023-09-30,2.94,$-1.03,0.0
2023-06-30,4.59,$-2.02,0.0
2023-03-31,4.9,$-1.92,0.0
