XORTX Therapeutics PE Ratio Historical Data,XORTX Therapeutics PE Ratio Historical Data,XORTX Therapeutics PE Ratio Historical Data,XORTX Therapeutics PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.03,,0.0
2024-09-30,1.64,$-0.00,0.0
2024-06-30,1.9,$-0.47,0.0
2024-03-31,3.7,$-1.34,0.0
2023-12-31,2.31,$-1.09,0.0
2023-09-30,0.6,$-3.82,0.0
2023-06-30,0.65,$-3.96,0.0
2023-03-31,0.47,$-3.96,0.0
2022-12-31,0.81,$-4.86,0.0
