Outbrain PE Ratio Historical Data,Outbrain PE Ratio Historical Data,Outbrain PE Ratio Historical Data,Outbrain PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.95,,0.0
2024-12-31,7.18,$-0.13,0.0
2024-09-30,4.86,$-0.05,0.0
2024-06-30,4.98,$-0.05,0.0
2024-03-31,3.95,$0.20,19.75
2023-12-31,4.38,$0.19,23.05
2023-09-30,4.87,$-0.04,0.0
2023-06-30,4.92,$-0.13,0.0
2023-03-31,4.13,$-0.52,0.0
2022-12-31,3.62,$-0.44,0.0
2022-09-30,3.65,$0.29,12.59
2022-06-30,5.03,$-0.76,0.0
