Zevia PBC PE Ratio Historical Data,Zevia PBC PE Ratio Historical Data,Zevia PBC PE Ratio Historical Data,Zevia PBC PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.09,,0.0
2024-12-31,4.19,$-0.33,0.0
2024-09-30,1.08,$-0.38,0.0
2024-06-30,0.68,$-0.50,0.0
2024-03-31,1.17,$-0.48,0.0
2023-12-31,2.01,$-0.42,0.0
2023-09-30,2.22,$-0.38,0.0
2023-06-30,4.31,$-0.39,0.0
2023-03-31,3.85,$-0.59,0.0
2022-12-31,4.09,$-0.85,0.0
2022-09-30,4.32,$-1.34,0.0
2022-06-30,2.81,$-1.92,0.0
