Hyzon Motors PE Ratio Historical Data,Hyzon Motors PE Ratio Historical Data,Hyzon Motors PE Ratio Historical Data,Hyzon Motors PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-01-30,0.64,,0.0
2024-09-30,2.43,$-35.24,0.0
2024-06-30,0.32,$-36.50,0.0
2024-03-31,0.74,$-38.50,0.0
2023-12-31,0.9,$-37.50,0.0
2023-09-30,1.25,$-27.50,0.0
2023-06-30,0.96,$-18.50,0.0
2023-03-31,0.82,$-6.00,0.0
2022-12-31,1.55,$-1.50,0.0
2022-09-30,1.7,$-7.50,0.0
2022-06-30,2.94,$-1.00,0.0
