Femasys PE Ratio Historical Data,Femasys PE Ratio Historical Data,Femasys PE Ratio Historical Data,Femasys PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.6,,0.0
2024-09-30,1.11,$-0.81,0.0
2024-06-30,1.14,$-0.83,0.0
2024-03-31,1.55,$-0.84,0.0
2023-12-31,0.98,$-0.92,0.0
2023-09-30,2.98,$-0.97,0.0
2023-06-30,0.51,$-0.96,0.0
2023-03-31,1.09,$-0.96,0.0
2022-12-31,0.9,$-0.95,0.0
2022-09-30,1.13,$-0.79,0.0
2022-06-30,2.41,$-0.73,0.0
2022-03-31,2.26,$-1.03,0.0
