Lion PE Ratio Historical Data,Lion PE Ratio Historical Data,Lion PE Ratio Historical Data,Lion PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.1,,inf
2024-06-30,0.41,0.0,0.0
2021-06-30,2.08,0.0,0.0
2020-12-31,1.93,0.0,0.0
2020-06-30,3.05,0.0,0.0
2020-03-31,10.08,0.0,0.0
