Eightco Holdings PE Ratio Historical Data,Eightco Holdings PE Ratio Historical Data,Eightco Holdings PE Ratio Historical Data,Eightco Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.08,,0.27
2024-09-30,2.39,$3.98,0.6
2024-06-30,0.46,$0.80,0.57
2024-03-31,0.79,$-19.05,0.0
2023-12-31,0.51,$-223.40,0.0
2023-09-30,0.56,$-223.40,0.0
2023-06-30,1.41,$-510.95,0.0
2023-03-31,0.08,$-530.75,0.0
