Ainos PE Ratio Historical Data,Ainos PE Ratio Historical Data,Ainos PE Ratio Historical Data,Ainos PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.52,,0.0
2024-12-31,0.46,$-1.65,0.0
2024-09-30,0.48,$-1.39,0.0
2024-06-30,0.81,$-1.81,0.0
2024-03-31,1.14,$-1.92,0.0
2023-12-31,2.05,$-2.00,0.0
2023-09-30,0.62,$-2.55,0.0
2023-06-30,0.68,$-4.35,0.0
