IO Biotech PE Ratio Historical Data,IO Biotech PE Ratio Historical Data,IO Biotech PE Ratio Historical Data,IO Biotech PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.95,,0.0
2024-09-30,1.05,$-1.37,0.0
2024-06-30,1.17,$-1.44,0.0
2024-03-31,1.73,$-1.87,0.0
2023-12-31,1.88,$-2.16,0.0
2023-09-30,1.41,$-2.45,0.0
2023-06-30,1.96,$-2.58,0.0
2023-03-31,1.88,$-2.48,0.0
2022-12-31,2.3,$-2.49,0.0
2022-09-30,2.71,$-1.80,0.0
