Absci PE Ratio Historical Data,Absci PE Ratio Historical Data,Absci PE Ratio Historical Data,Absci PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.04,,0.0
2024-12-31,2.62,$-0.68,0.0
2024-09-30,3.82,$-0.93,0.0
2024-06-30,3.08,$-0.93,0.0
2024-03-31,5.68,$-1.16,0.0
2023-12-31,4.2,$-1.20,0.0
2023-09-30,1.32,$-1.16,0.0
2023-06-30,1.52,$-1.22,0.0
2023-03-31,1.75,$-1.09,0.0
2022-12-31,2.1,$-1.16,0.0
2022-09-30,3.13,$-1.23,0.0
2022-06-30,3.32,$-1.26,0.0
