LuxUrban Hotels PE Ratio Historical Data,LuxUrban Hotels PE Ratio Historical Data,LuxUrban Hotels PE Ratio Historical Data,LuxUrban Hotels PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-01-16,0.32,,0.0
2024-09-30,0.08,$-148.49,0.0
2024-06-30,0.23,$-140.56,0.0
2024-03-31,1.38,$-166.43,0.0
2023-12-31,5.97,$-148.95,0.0
2023-09-30,4.66,$-78.32,0.0
2023-06-30,3.15,$-95.10,0.0
