Globalink Investment PE Ratio Historical Data,Globalink Investment PE Ratio Historical Data,Globalink Investment PE Ratio Historical Data,Globalink Investment PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-12-24,0.0,,0.0
2024-09-30,11.34,$-0.23,0.0
2024-06-30,11.35,$-0.21,0.0
2024-03-31,10.93,$-0.16,0.0
2023-12-31,10.84,$-0.07,0.0
2023-09-30,10.78,$0.01,0.0
2023-06-30,10.58,$0.05,211.5
2023-03-31,10.4,$-0.06,0.0
2022-12-31,10.2,$-0.02,0.0
2022-09-30,9.96,$-0.02,0.0
