Third Harmonic Bio PE Ratio Historical Data,Third Harmonic Bio PE Ratio Historical Data,Third Harmonic Bio PE Ratio Historical Data,Third Harmonic Bio PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.55,,0.0
2024-09-30,13.55,$-0.62,0.0
2024-06-30,13.0,$-0.48,0.0
2024-03-31,9.44,$-0.41,0.0
2023-12-31,10.97,$-0.61,0.0
2023-09-30,6.39,$-1.14,0.0
2023-06-30,4.81,$-1.85,0.0
