Inspira Technologies OXY B.H.N PE Ratio Historical Data,Inspira Technologies OXY B.H.N PE Ratio Historical Data,Inspira Technologies OXY B.H.N PE Ratio Historical Data,Inspira Technologies OXY B.H.N PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.72,,inf
2024-06-30,1.38,0.0,0.0
2023-12-31,1.06,0.0,0.0
2023-09-30,1.52,0.0,0.0
2023-06-30,1.5,0.0,0.0
2023-03-31,1.35,0.0,0.0
2022-12-31,1.29,0.0,0.0
2022-09-30,1.4,0.0,0.0
2022-06-30,1.32,0.0,0.0
