Society Pass PE Ratio Historical Data,Society Pass PE Ratio Historical Data,Society Pass PE Ratio Historical Data,Society Pass PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.17,,0.0
2024-09-30,0.92,$-5.12,0.0
2024-06-30,1.33,$-6.74,0.0
2024-03-31,0.16,$-7.81,0.0
2023-12-31,0.3,$-9.60,0.0
2023-09-30,0.38,$-12.59,0.0
2023-06-30,0.51,$-16.34,0.0
2023-03-31,1.02,$-19.19,0.0
2022-12-31,0.99,$-20.69,0.0
2022-09-30,1.56,$-14.99,0.0
