IREN PE Ratio Historical Data,IREN PE Ratio Historical Data,IREN PE Ratio Historical Data,IREN PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,7.21,,0.0
2024-12-31,9.82,$-0.10,0.0
2024-09-30,8.44,$-0.26,0.0
2024-06-30,11.29,$0.01,0.0
2024-03-31,5.4,$0.01,0.0
2023-12-31,7.15,$-2.78,0.0
2023-09-30,3.71,$-2.71,0.0
2023-03-31,3.06,$-2.76,0.0
2022-12-31,1.25,$-3.63,0.0
