Riskified PE Ratio Historical Data,Riskified PE Ratio Historical Data,Riskified PE Ratio Historical Data,Riskified PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,4.69,,0.0
2024-12-31,4.73,$-0.20,0.0
2024-09-30,4.73,$-0.20,0.0
2024-06-30,6.39,$-0.26,0.0
2024-03-31,5.41,$-0.31,0.0
2023-12-31,4.68,$-0.34,0.0
2023-09-30,4.48,$-0.39,0.0
2023-06-30,4.86,$-0.42,0.0
2023-03-31,5.64,$-0.52,0.0
2022-12-31,4.62,$-0.62,0.0
2022-09-30,3.94,$-0.69,0.0
2022-06-30,4.44,$-1.32,0.0
