Sunshine Biopharma PE Ratio Historical Data,Sunshine Biopharma PE Ratio Historical Data,Sunshine Biopharma PE Ratio Historical Data,Sunshine Biopharma PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.23,,0.0
2024-09-30,3.18,$-150.88,0.0
2024-06-30,8.35,$-229.94,0.0
2024-03-31,121.0,$-260.00,0.0
2023-12-31,543.0,$-380.00,0.0
2023-09-30,640.0,"$-3,280.00",0.0
2023-06-30,989.0,"$-3,360.00",0.0
2023-03-31,1461.6,"$-3,380.00",0.0
2022-12-31,1280.0,"$-3,680.00",0.0
