Steakholder Foods PE Ratio Historical Data,Steakholder Foods PE Ratio Historical Data,Steakholder Foods PE Ratio Historical Data,Steakholder Foods PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.32,,0.0
2024-06-30,3.68,$-18.90,0.0
2022-12-31,1.02,$-19.30,0.0
2022-09-30,1.95,$-5.40,0.0
2022-06-30,3.31,$-3.70,0.0
2022-03-31,5.08,$-0.40,0.0
2021-12-31,5.34,0,0.0
