T2 Biosystems PE Ratio Historical Data,T2 Biosystems PE Ratio Historical Data,T2 Biosystems PE Ratio Historical Data,T2 Biosystems PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-02-24,0.11,,0.0
2024-09-30,1.97,$-3.89,0.0
2024-06-30,5.34,$-6.77,0.0
2024-03-31,3.0,$-14.11,0.0
2023-12-31,6.28,$-143.45,0.0
2023-09-30,22.09,$-143.45,0.0
2023-06-30,7.06,$-435.00,0.0
2023-03-31,46.0,$-927.00,0.0
2022-12-31,142.0,"$-1,295.00",0.0
2022-09-30,565.0,"$-1,645.00",0.0
2022-06-30,807.5,"$-1,750.00",0.0
2022-03-31,2620.5,"$-1,650.00",0.0
2021-12-31,2581.0,"$-1,500.00",0.0
2021-09-30,4576.0,"$-1,500.00",0.0
2021-06-30,5950.0,"$-1,500.00",0.0
2021-03-31,8100.0,"$-1,550.00",0.0
2020-12-31,6200.0,"$-2,300.00",0.0
2020-09-30,6800.0,"$-3,450.00",0.0
2020-06-30,6350.0,"$-4,600.00",0.0
2020-03-31,3247.5,"$-5,900.00",0.0
2019-12-31,5850.0,"$-6,500.00",0.0
2019-09-30,12500.0,"$-6,750.00",0.0
2019-06-30,8400.0,"$-6,450.00",0.0
2019-03-31,13150.0,"$-6,300.00",0.0
2018-12-31,15050.0,"$-6,400.00",0.0
2018-09-30,37250.0,"$-4,650.00",0.0
2018-06-30,38700.0,"$-5,650.00",0.0
2018-03-31,32450.0,"$-6,550.00",0.0
2017-12-31,20600.0,"$-7,150.00",0.0
2017-09-30,21000.0,"$-9,500.00",0.0
2017-06-30,16050.0,"$-9,800.00",0.0
2017-03-31,26300.0,"$-10,200.00",0.0
2016-12-31,26300.0,"$-10,550.00",0.0
2016-09-30,36200.0,"$-11,000.00",0.0
2016-06-30,39450.0,"$-11,300.00",0.0
2016-03-31,49300.0,"$-11,100.00",0.0
2015-12-31,54700.0,"$-11,000.00",0.0
2015-09-30,43800.0,"$-10,450.00",0.0
2015-06-30,81150.0,"$-11,150.00",0.0
