LINKBANCORP PE Ratio Historical Data,LINKBANCORP PE Ratio Historical Data,LINKBANCORP PE Ratio Historical Data,LINKBANCORP PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,6.85,,0.0
2024-09-30,6.41,$-0.07,0.0
2024-06-30,6.12,$-0.18,0.0
2024-03-31,6.94,$-0.26,0.0
2023-12-31,7.97,$-0.51,0.0
2023-09-30,6.85,$0.11,62.27
2023-06-30,6.0,$0.20,30.0
