Golden Matrix PE Ratio Historical Data,Golden Matrix PE Ratio Historical Data,Golden Matrix PE Ratio Historical Data,Golden Matrix PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.07,,0.0
2024-09-30,2.33,$-0.03,0.0
2024-06-30,2.47,0,0.0
2024-01-31,2.87,$0.02,143.5
2023-12-31,2.41,$0.02,120.5
2023-10-31,2.54,$-0.01,0.0
2023-09-30,2.94,$-0.01,0.0
2023-07-31,2.05,$-0.03,0.0
2023-06-30,2.62,$-0.03,0.0
2023-04-30,2.26,0,0.0
2023-01-31,3.26,0,0.0
