Ascent Solar Technologies PE Ratio Historical Data,Ascent Solar Technologies PE Ratio Historical Data,Ascent Solar Technologies PE Ratio Historical Data,Ascent Solar Technologies PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.76,,0.0
2024-09-30,2.56,$-54.44,0.0
2024-06-30,10.44,$-457.07,0.0
2024-03-31,39.3,"$-7,057.00",0.0
2023-12-31,87.0,"$-10,404.00",0.0
2023-09-30,179.0,"$-13,404.00",0.0
2023-06-30,2480.0,"$-17,800.00",0.0
2023-03-31,7400.0,"$-12,800.00",0.0
2022-12-31,32600.0,"$-13,400.00",0.0
2022-09-30,91000.0,"$-10,400.00",0.0
2022-06-30,1200.0,"$-5,600.00",0.0
2022-03-31,1200.0,"$-4,000.00",0.0
2021-12-31,1200.0,0,0.0
2021-09-30,1200.0,0,0.0
2021-06-30,1200.0,0,0.0
2021-03-31,1200.0,0,0.0
2020-12-31,1200.0,0,0.0
2020-09-30,1200.0,0,0.0
2020-06-30,1200.0,0,0.0
2020-03-31,1200.0,0,0.0
2019-12-31,1200.0,0,0.0
2019-09-30,1200.0,"$-24,000,000.00",0.0
2019-06-30,1200.0,"$-24,000,000.00",0.0
2019-03-31,1200.0,"$-47,000,000.00",0.0
2018-12-31,1200.0,"$-47,000,000.00",0.0
2018-09-30,1200.0,"$-23,000,000.00",0.0
2018-06-30,1200.0,"$-23,000,000.00",0.0
2018-03-31,1200.0,0,0.0
2017-12-31,1200.0,0,0.0
2017-09-30,1200.0,0,0.0
2017-06-30,1200.0,"$-999,999,999.00",0.0
2017-03-31,1200.0,"$-1,999,999,998.00",0.0
2016-12-31,1200.0,"$-2,999,999,997.00",0.0
2016-09-30,1200.0,"$-3,999,999,996.00",0.0
2016-06-30,1200.0,"$-3,999,999,996.00",0.0
2016-03-31,1200.0,"$-1,999,999,998.00",0.0
2015-12-31,2900.0,"$-1,999,999,998.00",0.0
2015-09-30,3626.0,"$-1,999,999,998.00",0.0
2015-06-30,11000.0,"$-1,999,999,998.00",0.0
2015-03-31,22400.0,"$-3,999,999,996.00",0.0
2014-12-31,21400.0,"$-3,999,999,996.00",0.0
2014-09-30,44200.0,"$-3,999,999,996.00",0.0
2014-06-30,84000.0,"$-3,999,999,996.00",0.0
2014-03-31,121980.0,"$-3,999,999,996.00",0.0
2013-12-31,141000.0,"$-3,999,999,996.00",0.0
2013-09-30,176000.0,"$-3,999,999,996.00",0.0
2013-06-30,156000.0,"$-3,999,999,996.00",0.0
2013-03-31,112000.0,"$-3,999,999,996.00",0.0
2012-12-31,124000.0,"$-3,999,999,996.00",0.0
2012-09-30,208000.0,"$-3,999,999,996.00",0.0
2012-06-30,158000.0,"$-3,999,999,996.00",0.0
2012-03-31,126000.0,"$-3,999,999,996.00",0.0
2011-12-31,78000.0,"$-3,999,999,996.00",0.0
2011-09-30,150000.0,"$-3,999,999,996.00",0.0
2011-06-30,190000.0,"$-3,999,999,996.00",0.0
2011-03-31,574000.0,"$-3,999,999,996.00",0.0
2010-12-31,672000.0,"$-3,999,999,996.00",0.0
2010-09-30,632000.0,"$-3,999,999,996.00",0.0
2010-06-30,546000.0,"$-3,999,999,996.00",0.0
2010-03-31,770000.0,"$-3,999,999,996.00",0.0
2009-12-31,1060000.0,"$-3,999,999,996.00",0.0
