Onconetix PE Ratio Historical Data,Onconetix PE Ratio Historical Data,Onconetix PE Ratio Historical Data,Onconetix PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.13,,0.0
2024-09-30,5.2,$-48.53,0.0
2024-06-30,0.17,$-58.00,0.0
2024-03-31,0.15,$-49.60,0.0
2023-12-31,0.2,$-36.80,0.0
2023-09-30,0.51,$-43.20,0.0
2023-06-30,1.13,$-41.60,0.0
2023-03-31,1.07,$-38.80,0.0
2022-12-31,1.1,$-45.20,0.0
