Exscientia PE Ratio Historical Data,Exscientia PE Ratio Historical Data,Exscientia PE Ratio Historical Data,Exscientia PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-11-07,5.28,,0.0
2024-06-30,5.1,$-1.30,0.0
2024-03-31,5.72,$-1.31,0.0
2023-12-31,6.41,$-1.48,0.0
2023-09-30,4.52,$-1.44,0.0
2023-06-30,5.92,$-1.45,0.0
2023-03-31,5.3,$-1.37,0.0
2022-12-31,5.33,$-1.40,0.0
