ESAB PE Ratio Historical Data,ESAB PE Ratio Historical Data,ESAB PE Ratio Historical Data,ESAB PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,120.38,,27.87
2024-12-31,119.94,$4.32,27.76
2024-09-30,106.31,$4.27,24.9
2024-06-30,94.43,$4.10,23.03
2024-03-31,110.57,$3.82,28.95
2023-12-31,86.62,$3.36,25.78
2023-09-30,70.22,$3.53,19.89
2023-06-30,66.54,$3.45,19.29
2023-03-31,59.07,$3.29,17.95
