SOBR Safe PE Ratio Historical Data,SOBR Safe PE Ratio Historical Data,SOBR Safe PE Ratio Historical Data,SOBR Safe PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.56,,0.0
2024-09-30,0.06,$-54.72,0.0
2024-06-30,0.15,$-62.22,0.0
2024-03-31,0.41,$-68.89,0.0
2023-12-31,0.45,$-62.22,0.0
2023-09-30,1.1,$-55.56,0.0
2023-06-30,1.7,$-160.00,0.0
2023-03-31,2.22,$-144.45,0.0
